aluguel,zona,area,quarto
2000.0,oeste,94,2.0
18000.0,oeste,240,3.0
2590.0,oeste,55,2.0
4500.0,oeste,75,3.0
4800.0,oeste,147,3.0
7000.0,oeste,96,2.0
7000.0,oeste,136,3.0
6000.0,oeste,130,3.0
3800.0,oeste,100,3.0
2500.0,oeste,68,3.0
1400.0,oeste,38,1.0
3600.0,oeste,52,1.0
5900.0,oeste,57,1.0
3000.0,oeste,35,1.0
1650.0,oeste,60,2.0
1800.0,oeste,34,2.0
5800.0,oeste,129,3.0
3000.0,oeste,52,2.0
45000.0,oeste,300,3.0
1400.0,oeste,55,2.0
5800.0,oeste,129,3.0
3500.0,oeste,79,2.0
3000.0,oeste,73,3.0
1790.0,oeste,64,2.0
1700.0,oeste,65,2.0
2600.0,oeste,65,2.0
17000.0,oeste,273,3.0
2200.0,oeste,125,3.0
5444.0,oeste,34,1.0
2100.0,oeste,55,2.0
3200.0,oeste,96,2.0
4700.0,oeste,38,1.0
4500.0,oeste,75,3.0
30000.0,oeste,236,3.0
8500.0,oeste,200,3.0
10000.0,oeste,75,2.0
4000.0,oeste,92,2.0
5000.0,oeste,100,3.0
12500.0,oeste,240,
1600.0,oeste,65,3.0
1400.0,oeste,60,2.0
22000.0,oeste,216,3.0
10000.0,oeste,246,4.0
14000.0,oeste,107,2.0
1400.0,oeste,64,2.0
1500.0,oeste,65,3.0
1300.0,oeste,43,2.0
1100.0,oeste,43,2.0
4000.0,oeste,50,1.0
12000.0,oeste,210,
3000.0,oeste,60,2.0
7250.0,oeste,80,1.0
2200.0,oeste,60,2.0
2300.0,oeste,70,2.0
2500.0,oeste,70,2.0
1430.0,oeste,52,2.0
1300.0,oeste,54,2.0
2100.0,oeste,80,3.0
3600.0,oeste,40,1.0
3800.0,oeste,130,3.0
2500.0,oeste,69,2.0
3500.0,oeste,30,1.0
12000.0,oeste,267,3.0
2300.0,oeste,29,1.0
2000.0,oeste,78,3.0
4000.0,oeste,90,3.0
2100.0,oeste,51,2.0
2000.0,oeste,78,3.0
7200.0,oeste,66,2.0
2700.0,oeste,75,2.0
6750000.0,oeste,108,3.0
4500.0,oeste,94,2.0
1500.0,oeste,43,2.0
2300.0,oeste,61,2.0
3500.0,oeste,110,3.0
1800.0,oeste,58,2.0
1600.0,oeste,63,2.0
2300.0,oeste,42,1.0
2300.0,oeste,61,2.0
5800.0,oeste,52,1.0
4500.0,oeste,60,2.0
1700.0,oeste,50,2.0
2400.0,oeste,58,2.0
1200.0,oeste,88,3.0
2700.0,oeste,70,2.0
7500.0,oeste,84,2.0
2300.0,oeste,70,2.0
2300.0,oeste,70,2.0
8600.0,oeste,78,2.0
2700.0,oeste,77,2.0
2000.0,oeste,62,3.0
10500.0,oeste,223,3.0
4700.0,oeste,88,2.0
2300.0,oeste,67,3.0
2750.0,oeste,65,3.0
4000.0,oeste,52,1.0
3000.0,oeste,60,2.0
10000.0,oeste,180,3.0
3000.0,oeste,40,1.0
1990.0,oeste,65,2.0
7500.0,oeste,80,2.0
2200.0,oeste,67,3.0
1700.0,oeste,61,3.0
1200.0,oeste,43,2.0
1750.0,oeste,60,2.0
1990.0,oeste,65,2.0
5000.0,oeste,91,1.0
3309.0,oeste,74,3.0
5500.0,oeste,70,1.0
3500.0,oeste,94,3.0
1200.0,oeste,37,1.0
1000.0,oeste,58,2.0
1800.0,oeste,53,2.0
2200.0,oeste,64,2.0
4000.0,oeste,176,4.0
1450.0,oeste,63,3.0
1950.0,oeste,67,3.0
3000.0,oeste,94,2.0
3700.0,oeste,135,3.0
45000.0,oeste,463,4.0
3300.0,oeste,50,2.0
2900.0,oeste,96,3.0
9800.0,oeste,187,3.0
1500.0,oeste,64,3.0
25000.0,oeste,427,4.0
6900.0,oeste,152,2.0
7000.0,oeste,230,3.0
10000.0,oeste,380,4.0
2250.0,oeste,24,1.0
3800.0,oeste,117,3.0
1500.0,oeste,48,2.0
2800.0,oeste,125,3.0
8500.0,oeste,160,2.0
3350.0,oeste,60,2.0
7770.0,oeste,98,2.0
13000.0,oeste,392,4.0
12000.0,oeste,250,4.0
5800.0,oeste,129,3.0
13500.0,oeste,230,4.0
2405.0,oeste,58,1.0
2800.0,oeste,69,3.0
2200.0,oeste,68,2.0
3300.0,oeste,103,3.0
5000.0,oeste,220,4.0
9000.0,oeste,193,4.0
10000.0,oeste,180,3.0
2650.0,oeste,100,2.0
3800.0,oeste,100,2.0
58000.0,oeste,815,3.0
65000.0,oeste,672,5.0
10000.0,oeste,337,4.0
2800.0,oeste,147,3.0
8000.0,oeste,370,5.0
3200.0,oeste,78,3.0
3700.0,oeste,144,4.0
